26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance
26782,"Mambo Kings, The (1992)",Drama|Musical
26784,Night and the City (1992),Crime|Drama
26788,"Story of Qiu Ju, The (Qiu Ju da guan si) (1992)",Comedy|Drama
26791,Shining Through (1992),Drama|Romance|Thriller|War
26797,Visions of Light: The Art of Cinematography (1992),Documentary
26809,"Baby of Mâcon, The (a.k.a. The Baby of Macon) (1993)",Drama
26810,Bad Boy Bubby (1993),Drama
26812,Barbarians at the Gate (1993),Drama
26819,Fortress (1992),Action|Sci-Fi
26835,"Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom, The (1993)",Comedy|Thriller
26838,"Snapper, The (1993)",Comedy|Drama
26840,Sonatine (Sonachine) (1993),Action|Comedy|Crime|Drama
26842,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) (1993),Action|Adventure|Comedy|Drama
26843,Three of Hearts (1993),Comedy|Romance
26850,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls) (1994),Drama
26854,"Darkman II: Return of Durant, The (1995)",Action|Crime|Horror
26865,Fist of Legend (Jing wu ying xiong) (1994),Action|Drama
26870,Major League II (1994),Comedy
26886,"Defender, The (a.k.a. Bodyguard from Beijing, The) (Zhong Nan Hai bao biao) (1994)",Action
26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance
26915,Tromeo and Juliet (1996),Comedy|Drama
26947,Pusher (1996),Crime|Thriller
26974,Gummo (1997),Drama
26999,"Lion King II: Simba's Pride, The (1998)",Adventure|Animation|Children|Musical|Romance
27002,From the Earth to the Moon (1998),Action|Documentary|Drama|Thriller
27005,"Interview, The (1998)",Crime|Drama|Mystery|Thriller
27020,Gia (1998),Drama|Romance
27022,Thursday (1998),Action|Crime|Thriller
27032,Who Am I? (Wo shi shei) (1998),Action|Adventure|Comedy|Sci-Fi|Thriller
27075,Addams Family Reunion (1998),Children|Comedy|Fantasy
27109,Lady Snowblood (Shurayukihime) (1973),Action|Crime|Drama|Thriller
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
27178,In July (Im Juli) (2000),Comedy|Romance
27186,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),Adventure|Animation|Children|Fantasy
27193,Taxi 2 (2000),Action|Comedy
27251,"10th Kingdom, The (2000)",Adventure|Comedy|Fantasy
27253,"Extremely Goofy Movie, An (2000)",Animation|Children|Comedy
27255,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",Drama
27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi
27317,Audition (Ôdishon) (1999),Drama|Horror|Mystery|Romance|Thriller
27322,Paragraph 175 (2000),Documentary
27329,Paradise Lost 2: Revelations (2000),Documentary
27334,Sound and Fury (2000),Documentary
27338,The Hole (2001),Drama|Horror|Mystery|Thriller
27351,Spiral (2000),Horror
27369,Daria: Is It Fall Yet? (2000),Animation|Comedy
27373,61* (2001),Drama
27376,"Tunnel, The (Tunnel, Der) (2001)",Action|Drama|Thriller
27397,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),Crime|Drama|Mystery|Thriller|War
27410,Conspiracy (2001),Drama|War
27416,Jalla! Jalla! (2000),Comedy|Drama|Romance
27423,"O Auto da Compadecida (Dog's Will, A) (2000)",Adventure|Comedy
27441,Blood: The Last Vampire (2000),Action|Animation|Horror
27478,Ali G Indahouse (2002),Comedy
27482,Cube 2: Hypercube (2002),Horror|Mystery|Sci-Fi
27523,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance
27544,Waterboys (2001),Comedy
27555,Fubar (2002),Comedy
27592,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),Crime|Drama
27604,Suicide Club (Jisatsu saakuru) (2001),Horror|Mystery|Thriller
27611,Battlestar Galactica (2003),Drama|Sci-Fi|War
27646,Soldier's Girl (2003),Drama
27648,Bright Young Things (2003),Comedy|Drama
27660,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
27664,"Brown Bunny, The (2003)",Drama
27674,11:14 (2003),Comedy|Crime|Drama|Mystery|Thriller
27685,Bring It On Again (2004),Comedy
27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller
27700,Evil (Ondskan) (2003),Drama
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War
27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
27713,Bukowski: Born into This (2003),Documentary
27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War
27722,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),Drama|Romance
27724,Hitler: The Rise of Evil (2003),Drama
27727,Head-On (Gegen die Wand) (2004),Drama|Romance
27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller
27731,"Cat Returns, The (Neko no ongaeshi) (2002)",Adventure|Animation|Children|Fantasy
27741,"Twilight Samurai, The (Tasogare Seibei) (2002)",Drama|Romance
27751,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller
27768,Intimate Strangers (Confidences trop intimes) (2004),Drama
27772,Ju-on: The Grudge (2002),Horror
27773,Old Boy (2003),Mystery|Thriller
27778,Ginger Snaps Back: The Beginning (2004),Fantasy|Horror
27783,"Lost Embrace (Abrazo partido, El) (2004)",Comedy|Drama
27784,One Missed Call (Chakushin ari) (2003),Horror|Mystery
27788,"Jacket, The (2005)",Drama|Mystery|Sci-Fi|Thriller
27790,Millions (2004),Children|Comedy|Crime|Drama|Fantasy
27792,"Saddest Music in the World, The (2003)",Comedy|Drama|Fantasy|Musical|Romance
27793,Starship Troopers 2: Hero of the Federation (2004),Action|Horror|Sci-Fi|War
27798,Ju-on: The Grudge 2 (2003),Horror
27800,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003),Adventure|Animation|Fantasy|Musical|Sci-Fi
27801,Ong-Bak: The Thai Warrior (Ong Bak) (2003),Action|Thriller
27802,Infernal Affairs 2 (Mou gaan dou II) (2003),Action|Crime|Drama|Thriller
27803,"Sea Inside, The (Mar adentro) (2004)",Drama
27808,Spanglish (2004),Comedy|Drama|Romance
27812,Festival Express (2003),Documentary|Musical
27815,"Chorus, The (Choristes, Les) (2004)",Drama
27816,Saints and Soldiers (2003),Action|Adventure|Drama|War
27821,"Interpreter, The (2005)",Drama|Thriller
27822,Open Water (2003),Drama|Thriller
27826,Touch of Pink (2004),Comedy|Drama|Romance
27831,Layer Cake (2004),Crime|Drama|Thriller
27834,"Return, The (Vozvrashcheniye) (2003)",Drama
27837,Flight of the Phoenix (2004),Action|Adventure
27838,Mean Creek (2004),Drama|Thriller
27839,"Ring Two, The (2005)",Drama|Horror|Mystery|Thriller
27846,"Corporation, The (2003)",Documentary
27850,"Yes Men, The (2003)",Documentary
27851,"Fond Kiss, A (Ae Fond Kiss...) (2004)",Drama|Romance
27857,As it is in Heaven (Så som i himmelen) (2004),Drama|Musical|Romance
27867,"Football Factory, The (2004)",Action|Drama
27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),Action|Drama|War
27871,Something the Lord Made (2004),Drama
27873,Metallica: Some Kind of Monster (2004),Documentary
27875,Redemption: The Stan Tookie Williams Story (2004),Crime|Documentary|Drama
27876,Schultze Gets the Blues (2003),Comedy|Drama
27878,Born into Brothels (2004),Documentary
27879,DiG! (2004),Documentary
27882,Riding Giants (2004),Documentary
27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),Comedy|Documentary|Drama
27904,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
27912,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary
27922,Jerry Seinfeld: 'I'm Telling You for the Last Time' (1998),Comedy|Documentary
30707,Million Dollar Baby (2004),Drama
30712,"Narrow Margin, The (1952)",Crime|Drama|Film-Noir
30723,Vincent & Theo (1990),Drama
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),Comedy|Crime|Drama|Horror|Mystery
30749,Hotel Rwanda (2004),Drama|War
30783,Blood and Black Lace (Sei donne per l'assassino) (1964),Horror|Thriller
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX
30803,3-Iron (Bin-jip) (2004),Drama|Romance
30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy
30812,"Aviator, The (2004)",Drama
30816,"Phantom of the Opera, The (2004)",Drama|Musical|Romance
30818,Beyond the Sea (2004),Drama|Musical
30820,"Woodsman, The (2004)",Drama
30822,In Good Company (2004),Comedy|Drama
30825,Meet the Fockers (2004),Comedy
30846,"Assassination of Richard Nixon, The (2004)",Crime|Drama|Thriller
30848,"Love Song for Bobby Long, A (2004)",Drama
30850,"Merchant of Venice, The (2004)",Drama
30867,Kamikaze Girls (Shimotsuma monogatari) (2004),Comedy
30883,Fat Albert (2004),Comedy|Fantasy
30892,In the Realms of the Unreal (2004),Animation|Documentary
30894,White Noise (2005),Drama|Horror|Mystery|Sci-Fi|Thriller
30898,"Upside of Anger, The (2005)",Comedy|Drama|Romance
31000,Sweet Liberty (1986),Comedy
31026,"Phantom of the Opera, The (1989)",Drama|Horror|Musical
31035,Testament (1983),Drama
31101,Stander (2003),Action|Crime|Drama
31104,Hester Street (1975),Drama
31109,"Bigamist, The (1953)",Drama
31114,Imaginary Heroes (2004),Comedy|Drama
31116,Sergeant York (1941),Drama|War
31150,Wizards (1977),Animation|Fantasy|Sci-Fi|War
31156,Abbott and Costello Meet the Invisible Man (1951),Comedy|Sci-Fi
31162,"Life and Death of Peter Sellers, The (2004)",Comedy|Drama
31184,Appleseed (Appurushîdo) (2004),Action|Animation|Fantasy|Sci-Fi
31193,"Many Adventures of Winnie the Pooh, The (1977)",Animation|Children|Musical
31221,Elektra (2005),Action|Adventure|Crime|Drama
31225,Coach Carter (2005),Drama
31270,Shivers (They Came from Within) (1975),Drama|Horror|Sci-Fi
31284,"Star Is Born, A (1976)",Drama|Musical|Romance
31290,Beastmaster 2: Through the Portal of Time (1991),Action|Adventure|Fantasy|Sci-Fi
31364,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller
31374,Hobson's Choice (1954),Comedy|Drama|Romance
31408,Summer Storm (Sommersturm) (2004),Drama|Romance
31410,"Downfall (Untergang, Der) (2004)",Drama|War
31413,"White Sound, The (Das weiße Rauschen) (2001)",Drama
31420,Assault on Precinct 13 (2005),Action|Crime|Drama|Thriller
31422,Are We There Yet? (2005),Children|Comedy
31427,Hide and Seek (2005),Horror|Mystery|Thriller
31431,Boogeyman (2005),Drama|Horror|Mystery|Thriller
31433,"Wedding Date, The (2005)",Comedy|Romance
31435,Rory O'Shea Was Here (Inside I'm Dancing) (2004),Drama
31437,Nobody Knows (Dare mo shiranai) (2004),Drama
31445,Employee of the Month (2004),Comedy|Drama
31502,Salem's Lot (1979),Drama|Horror|Mystery|Thriller
31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",Drama
31524,"Bitter Tears of Petra von Kant, The (bitteren Tränen der Petra von Kant, Die) (1972)",Drama
31547,Lessons of Darkness (Lektionen in Finsternis) (1992),Documentary|War
31549,Fata Morgana (1971),Documentary|Drama|Sci-Fi
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
31660,Steamboy (Suchîmubôi) (2004),Action|Animation|Drama|Sci-Fi
31682,"Nomi Song, The (2004)",Documentary|Musical
31685,Hitch (2005),Comedy|Romance
31689,Inside Deep Throat (2005),Documentary
31694,Bride & Prejudice (2004),Comedy|Musical|Romance
31696,Constantine (2005),Action|Fantasy|Horror|Thriller
31700,Because of Winn-Dixie (2005),Children|Comedy|Drama
31724,Pauly Shore Is Dead (2003),Comedy
31737,Bunny Lake Is Missing (1965),Mystery|Thriller
31747,The Boyfriend School (1990),Comedy|Romance
31770,Night and the City (1950),Film-Noir|Thriller
31804,Night Watch (Nochnoy dozor) (2004),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller
31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
31903,Zelary (2003),Drama|Romance
31921,"Seven-Per-Cent Solution, The (1976)",Adventure|Comedy|Crime|Drama|Mystery|Thriller
31923,"Three Musketeers, The (1973)",Action|Adventure|Comedy
31930,Masculin Féminin (1966),Drama
31952,Control (Kontroll) (2003),Comedy|Crime|Drama|Mystery
31956,5x2 (2004),Drama|Romance
31963,Bed & Board (Domicile conjugal) (1970),Comedy|Drama
31973,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948),Drama|War
32017,"Pacifier, The (2005)",Action|Comedy
32019,Be Cool (2005),Comedy|Crime|Musical
32022,Gunner Palace (2004),Documentary|War
32025,Walk on Water (2004),Drama|Thriller
32029,Hostage (2005),Action|Crime|Drama|Thriller
32031,Robots (2005),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
32078,Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira) (1993),Action|Drama|Sci-Fi
32139,"Agony and the Ecstasy, The (1965)",Drama
32153,Once Upon a Forest (1993),Adventure|Animation|Children|Fantasy
32160,Twentieth Century (1934),Comedy
32170,Chronicles (Crónicas) (2004),Crime|Drama
32174,"Green Berets, The (1968)",Action|Drama|War
32203,Brian's Song (1971),Drama
32211,Thriller: A Cruel Picture (Thriller - en grym film) (1974),Action|Crime|Drama|Thriller
32234,Julia (1977),Drama
32280,The 3 Penny Opera (1931),Comedy|Drama|Musical
32289,Ice Princess (2005),Children|Comedy|Drama
32291,Melinda and Melinda (2004),Comedy|Drama
32296,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime
32298,Guess Who (2005),Comedy|Romance
32302,"League of Ordinary Gentlemen, A (2004)",Documentary
32349,Stella Dallas (1937),Drama
32352,"Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995)",Adventure|Animation|Comedy|Fantasy
32369,Panic in the Streets (1950),Crime|Drama|Film-Noir|Thriller
32371,Call Northside 777 (1948),Crime|Drama|Film-Noir
32381,Bells Are Ringing (1960),Comedy|Musical|Romance
32387,"Sword of Doom, The (Dai-bosatsu tôge) (1966)",Action|Drama
32395,Attack of the Mushroom People (Matango) (1963),Fantasy|Horror|Sci-Fi|Thriller
32444,Carmen (1983),Drama|Musical|Romance
32456,"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",Animation|Comedy|Drama|Fantasy
32460,Knockin' on Heaven's Door (1997),Action|Comedy|Crime|Drama
32464,City of Hope (1991),Drama
32469,We're No Angels (1955),Comedy|Crime|Drama
32515,Walker (1987),Adventure|Drama|War|Western
32525,The Earrings of Madame de... (1953),Drama|Romance
32554,Memories (Memorîzu) (1995),Animation|Fantasy|Sci-Fi|Thriller
32562,Harvie Krumpet (2003),Animation|Comedy|Drama
32582,"Wild Parrots of Telegraph Hill, The (2003)",Documentary
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
32591,Look at Me (Comme une image) (2004),Comedy|Drama|Romance
32596,Sahara (2005),Action|Adventure|Comedy
32598,Fever Pitch (2005),Comedy|Romance
32632,Electra Glide in Blue (1973),Action|Crime
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),Comedy
32686,Blood on Satan's Claw (a.k.a. Satan's Skin) (1971),Horror|Thriller
32728,"Little Girl Who Lives Down the Lane, The (1976)",Drama|Mystery|Thriller
32735,Arabian Nights (Il fiore delle mille e una notte) (1974),Comedy|Drama|Fantasy
32743,Ringu 0: Bâsudei (2000),Drama|Horror|Thriller
